"running.skill","running.count","num_jobs"
"Hadoop",0.342857142857143,70
"Python",0.685714285714286,70
"SQL",0.442857142857143,70
"NoSQL",0.0857142857142857,70
"R",0.557142857142857,70
"Spark",0.228571428571429,70
"SAS",0.314285714285714,70
"Excel",0.0428571428571429,70
"Hive",0.214285714285714,70
"C",0.3,70
"Java",0.3,70
"Tableau",0.257142857142857,70
